Setup,Learning Mode,Punishment,Alpha,Beta,Average Loss,Last Epoch Loss,is Loss min,Task Converge,Task Fail Percentage,Safe Converge,Safe Fail Percentage,Average Time,Last Epoch Time,Average Energy,Last Epoch Energy,Average Reward,Total Reward,First 10 Avg Time,Mid 10 Avg Time,Last 10 Avg Time,First 10 Avg Energy,Mid 10 Avg Energy,Last 10 Avg Energy,"First 10 (total, task, safe) Fail","Mid 10 (total, task, safe) Fail","Last 10 (total, task, safe) Fail"
0,1,10,2.0,1.0,-4.4597945,-11.252258,0,9989,0.2046795320467953,9335,0.0184981501849815,0.0697517031149713,0.0280733785,0.0849045569797286,0.1066899016859602,-0.239560817074428,-2.414531818719205,0.10390307202,0.0753545726583333,0.0282427237966666,0.0409941074324953,0.0815997567448734,0.106259409191091,"[17, 1.6, 0.1]","[2, 0.2, 0.0]","[0, 0.0, 0.0]"
0,1,10,0.8,0.2,-1.5099853,-3.5138593,0,9985,0.232976702329767,9775,0.0232976702329767,0.077115910343235,0.0265141714,0.0818395711673984,0.1021024410885074,-0.0808948390025656,-0.8698478715080593,0.1361625943979286,0.0486642348016666,0.0305634236241666,0.0407426986778065,0.0962869724707477,0.1036060390441789,"[13, 1.3, 0.0]","[3, 0.3, 0.0]","[0, 0.0, 0.0]"
0,1,10,5.0,1.0,-9.27905,-20.259062,0,9981,0.2268773122687731,9912,0.0185981401859814,0.0760317954323024,0.0292836546,0.0817153023445926,0.1032287187963924,-0.4846083071552647,-5.454272485819623,0.1591834401562381,0.0367109755833333,0.04656290039,0.0434885944664082,0.0977798602497141,0.1011961174925906,"[13, 1.1, 0.2]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,10,0.6,0.4,-1.380135,-3.4481988,0,9990,0.2288771122887711,9632,0.0194980501949805,0.0727152507591409,0.0307040561,0.0844174840103503,0.108395078215627,-0.0797365907098662,-0.7731866936937621,0.1469317949954047,0.0561413210066666,0.0468568013466666,0.0338951723531815,0.0955811523816642,0.105024144168768,"[21, 1.8, 0.3]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,10,10.0,1.0,-15.1435795,-4.5975866,0,9999,0.2577742225777422,9966,0.0248975102489751,0.0868304308716037,0.1435921121583333,0.0773363006189303,0.0589771868662661,-0.8601934370609032,-7.333639808209945,0.1700755602541666,0.057335503931619,0.1435006973567381,0.0353472400382661,0.0990587884381959,0.0511484152410915,"[15, 1.4, 0.1]","[2, 0.2, 0.0]","[7, 0.7, 0.0]"
0,1,10,0.5,0.5,-1.1099876,-2.975862,0,9991,0.2405759424057594,9683,0.0202979702029797,0.0739574428473372,0.0254852102999999,0.0832314507382973,0.1025453682033264,-0.0785944467928178,-0.6401528925166321,0.1354558980833333,0.0772167240791666,0.0320197537433333,0.0431080747125757,0.0924722987799066,0.105638000435498,"[13, 1.3, 0.0]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,1,10,1.0,1.0,-2.3342974,-4.59307,0,9956,0.211978802119788,9926,0.0214978502149785,0.071914435551586,0.0258510482666666,0.0841730790742941,0.0973631724116034,-0.1560875146258811,-1.232142206782701,0.1356507872216666,0.067968706275,0.03311381562,0.0400753682534423,0.0913294339898599,0.1049809419207636,"[16, 1.5, 0.1]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,100,2.0,1.0,-3.9972382,-8.613153,0,10000,0.2317768223177682,9967,0.0258974102589741,0.0744722020451467,0.0308074375916666,0.0815015586646925,0.1037183592248135,-0.2374753193745319,-2.3824415604129388,0.1369042580966666,0.0419742196983333,0.0374541871166666,0.0413531135507962,0.0911279414959254,0.094294858158543,"[16, 1.4, 0.2]","[2, 0.2, 0.0]","[2, 0.2, 0.0]"
0,1,100,0.8,0.2,-1.3394344,-1.9162858,0,9999,0.2345765423457654,9316,0.0214978502149785,0.0812987954159051,0.0315286592666666,0.0794777422740314,0.1239538459938245,-0.079841952902406,-1.0546880864839296,0.1494077308309524,0.0542711820014047,0.0368392537158333,0.0389037006712149,0.0884653915621628,0.1045618339802917,"[15, 1.5, 0.0]","[2, 0.1, 0.1]","[1, 0.1, 0.0]"
0,1,100,5.0,1.0,-10.4359665,-18.562,0,9987,0.2092790720927907,9554,0.0184981501849815,0.0742101114218157,0.0271553545083333,0.0837859976918321,0.1012227186359046,-0.4931400998809789,-5.332689476878565,0.1373753109108333,0.0675846042208333,0.0290212954491666,0.0413972680633288,0.0870162409181567,0.1052824374138277,"[14, 1.2, 0.2]","[3, 0.3, 0.0]","[0, 0.0, 0.0]"
0,1,100,0.6,0.4,-1.5750291,-3.3426297,0,9964,0.196980301969803,9938,0.0180981901809819,0.0699794839024064,0.0309975898999999,0.0853056547711654,0.1144130527812849,-0.0791751864236621,-0.8104686762877096,0.1389197840705714,0.0490616875841666,0.0283114591,0.0422665401242806,0.0961776167608906,0.1051867335004547,"[15, 1.4, 0.1]","[2, 0.2, 0.0]","[0, 0.0, 0.0]"
0,1,100,10.0,1.0,-18.938648,-42.562492,0,10000,0.2050794920507949,9500,0.0211978802119788,0.0753895336361944,0.0291773361333333,0.0827101238772497,0.10453026717525,-0.9024907724086964,-10.74480007885834,0.1491602301491666,0.05930015001,0.02936170703,0.0428736682437405,0.0921157822407,0.1100442766788946,"[10, 1.0, 0.0]","[2, 0.2, 0.0]","[1, 0.1, 0.0]"
0,1,100,0.5,0.5,-1.5163156,-2.7838404,0,9993,0.2182781721827817,9780,0.0217978202179782,0.070052986450643,0.0373282223666666,0.0838351476548437,0.0947917971872908,-0.0769440670527434,-0.6606000977697877,0.1242920449164761,0.035865321975,0.0372658406358333,0.0372236111121872,0.0966453454244554,0.09543579279234,"[17, 1.6, 0.1]","[4, 0.3, 0.1]","[1, 0.1, 0.0]"
0,1,100,1.0,1.0,-2.778842,-5.4909425,0,9983,0.2098790120987901,9985,0.0201979802019798,0.0677648689777431,0.0281810446333333,0.0858870288114263,0.1002348451070569,-0.1536518977891695,-1.284158897403902,0.137337724426,0.0572449103733333,0.0278807107758333,0.0375292278549899,0.094473742738388,0.1038363250293334,"[16, 1.4, 0.2]","[2, 0.2, 0.0]","[0, 0.0, 0.0]"
0,1,1000,2.0,1.0,-6.755379,-10.259557,0,9953,0.2001799820017998,9873,0.0185981401859814,0.0702984463064701,0.0407358224333333,0.0850525743452947,0.1118614872351999,-0.2404035949970606,-2.644587969037332,0.1584041171958333,0.048298195295,0.0296128933233333,0.032646174793372,0.0886620651051249,0.1054253963170013,"[18, 1.8, 0.0]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,1000,0.8,0.2,-3.9430587,-2.8786843,0,9998,0.2313768623137686,9789,0.0205979402059794,0.0728428553985979,0.0255771752333333,0.083083337769663,0.1042274396786013,-0.0810352412954506,-0.8849738678954777,0.1244782812791666,0.0665378510566666,0.0344804955183333,0.0413395501960109,0.0902179012256685,0.0991553682369828,"[10, 1.0, 0.0]","[2, 0.2, 0.0]","[1, 0.1, 0.0]"
0,1,1000,5.0,1.0,-11.770324,-14.664492,0,10000,0.2293770622937706,9975,0.0186981301869813,0.0754382559815269,0.0267976812249999,0.0823659395310268,0.0969769816660785,-0.4872679536366615,-5.116825895553927,0.1336065569613809,0.1005637180878809,0.0449797710240714,0.0458915791885858,0.0837061850615579,0.0946594957796573,"[12, 1.2, 0.0]","[3, 0.3, 0.0]","[4, 0.4, 0.0]"
0,1,1000,0.6,0.4,-4.1298037,-2.7745352,0,9996,0.2220777922207779,9814,0.0215978402159784,0.0711957819588359,0.0406906337,0.0825479156020499,0.0901810295592454,-0.078007062144764,-0.7038487121554728,0.1030016944727857,0.0537281086441666,0.0305544125738095,0.0459927482239509,0.0890606014374768,0.1019077696746778,"[15, 1.5, 0.0]","[3, 0.2, 0.1]","[1, 0.1, 0.0]"
0,1,1000,10.0,1.0,-19.019566,-39.87826,0,9985,0.2244775522447755,9981,0.0200979902009799,0.0751012081764445,0.0318405956,0.0811882166712659,0.1080380541929246,-0.8869833748891003,-11.122211375292464,0.152905118265,0.0617991625808333,0.0309807729366666,0.0454923531834099,0.0937371951935572,0.1047691219703791,"[13, 1.3, 0.0]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,1,1000,0.5,0.5,-3.4634821,-2.0089164,0,9971,0.2330766923307669,9676,0.0220977902209779,0.0734722422427818,0.0278251961999999,0.0822157312596417,0.0974622003392498,-0.0778439867512118,-0.6264369826962493,0.1255287325558333,0.045112775895,0.0372216565258333,0.0394853342225719,0.0929628692473005,0.0994229904794093,"[15, 1.4, 0.1]","[2, 0.2, 0.0]","[0, 0.0, 0.0]"
0,1,1000,1.0,1.0,-4.801697,-6.3768287,0,9994,0.2196780321967803,9909,0.0228977102289771,0.0700285528644445,0.0290780892333333,0.0849964900604937,0.1151473943806082,-0.1550250429249388,-1.442254836139416,0.1775240152566666,0.0452353509266666,0.0292150267425,0.0354412565759839,0.0971606573847167,0.1062553273847658,"[12, 1.2, 0.0]","[1, 0.1, 0.0]","[1, 0.1, 0.0]"
0,1,10,1.0,2.0,-2.61301,-6.722075,0,9852,0.2511748825117488,9650,0.0225977402259774,0.0759824081117113,0.0361553185666666,0.0818818358648192,0.1011567847371177,-0.2338466520882418,-1.734674218704511,0.1277755381116666,0.0440564093024999,0.0347835397766666,0.0405071947938933,0.093020643818392,0.1041438211966762,"[16, 1.6, 0.0]","[2, 0.2, 0.0]","[0, 0.0, 0.0]"
0,1,10,0.2,0.8,-0.788252,-1.1109757,0,9955,0.2313768623137686,9955,0.0210978902109789,0.0741436120036625,0.0507467277,0.0815151381187605,0.0950143747594761,-0.0756179172266823,-0.5960025711189525,0.1497537953258333,0.0689678713591666,0.0339039976458333,0.0294627423697242,0.0853105984898402,0.1037839236280524,"[22, 1.9, 0.3]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,10,1.0,5.0,-4.672529,-4.1106687,0,9965,0.230976902309769,9909,0.0233976602339766,0.0724952962365424,0.0359358054666666,0.0840615961985397,0.1042251162605919,-0.4465380773812535,-2.8390414359392526,0.1473036313858333,0.0547655781799999,0.032957550065,0.0369284458034879,0.095709746589147,0.1016104329213889,"[17, 1.6, 0.1]","[2, 0.2, 0.0]","[0, 0.0, 0.0]"
0,1,10,0.4,0.6,-1.1140678,-2.8845282,0,9960,0.2124787521247875,9828,0.0193980601939806,0.0682077164947043,0.0303768697666666,0.0839771548382905,0.1064593185852477,-0.0745154918321389,-0.6080984929409913,0.1981674017425,0.0637127046758333,0.0325575834358333,0.0420574721711702,0.0889565199324277,0.1030629752246284,"[11, 1.1, 0.0]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,10,1.0,10.0,-6.3983736,-13.040848,0,9991,0.2353764623537646,9905,0.0226977302269773,0.0691838259542061,0.0307685397333333,0.0845936015797267,0.1138754024687876,-0.776431861121784,-4.215607998021209,0.1791656443658571,0.071075419275,0.0384017596441666,0.0399525555232883,0.0897065900288909,0.1030953794463407,"[11, 0.9, 0.2]","[2, 0.1, 0.1]","[0, 0.0, 0.0]"
0,1,10,0.5,0.5,-1.295294,-3.0610733,0,9921,0.2087791220877912,9823,0.021997800219978,0.0679592086201543,0.0961795829666666,0.085538353309079,0.0944405717748904,-0.0767487809646169,-0.9531007737077852,0.1650465121214285,0.0600248145933333,0.034841972305,0.0455344866719027,0.098179336043756,0.1048821819985237,"[12, 1.2, 0.0]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,1,10,1.0,1.0,-2.283763,-5.153139,0,9999,0.214978502149785,9749,0.0210978902109789,0.0697645951811704,0.0299901436666666,0.0837625657614632,0.1125953891850844,-0.1535271609426334,-1.4258553285175108,0.1345058963783333,0.049330158395,0.0332020720099999,0.0383494527073244,0.0948387116264468,0.1014682997180546,"[22, 2.1, 0.1]","[0, 0.0, 0.0]","[2, 0.2, 0.0]"
0,1,100,1.0,2.0,-3.294348,-6.99978,0,9967,0.2105789421057894,9854,0.0206979302069793,0.0699851762254527,0.0313981643333333,0.0841096576279218,0.1045993499465502,-0.2240800100788269,-1.6739567861321691,0.1366506259758333,0.0423433171833333,0.0346331872283333,0.0413969877338885,0.0955682134739161,0.1004758726335912,"[10, 0.9, 0.1]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,100,0.2,0.8,-1.02249,-1.6461668,0,9998,0.2364763523647635,9818,0.0232976702329767,0.0758573526432293,0.034297287825,0.082424979683556,0.1001058337333781,-0.0771708780512946,-0.4745899700667563,0.1374303798283333,0.0557553773766666,0.0330604577025,0.0353220262057457,0.0926910917816648,0.1008207936492946,"[19, 1.7, 0.2]","[1, 0.1, 0.0]","[2, 0.2, 0.0]"
0,1,100,1.0,5.0,-4.5559864,-10.121878,0,9992,0.2207779222077792,9208,0.0196980301969803,0.0715912691651151,0.0286323742999999,0.0851311141892785,0.1051502556179661,-0.4430874600148579,-2.483121271179661,0.1262496805083333,0.0760115967994047,0.0287661892616666,0.0422967772298337,0.0944994368399059,0.1032557209877494,"[17, 1.5, 0.2]","[2, 0.2, 0.0]","[1, 0.1, 0.0]"
0,1,100,0.4,0.6,-1.4116107,-3.2950044,0,9993,0.2168783121687831,9850,0.0203979602039796,0.0675949304127443,0.0297625835666666,0.0859179431374468,0.1154089271513099,-0.0749241355026253,-0.6402112100052397,0.1550965502575,0.0493536118791666,0.0416443301,0.0541397923463828,0.0995190650340947,0.1032481208239671,"[9, 0.8, 0.1]","[1, 0.1, 0.0]","[1, 0.1, 0.0]"
0,1,100,1.0,10.0,-7.7333126,-13.376419,0,9949,0.2026797320267973,9993,0.0181981801819818,0.0662357874466793,0.0283665264,0.0876480037353373,0.0879542199916844,-0.750005878202132,-3.716194839916844,0.1036015167489285,0.0318633476190476,0.0319248931316666,0.0496775757274075,0.1055963284912738,0.1022345048180248,"[17, 1.7, 0.0]","[2, 0.2, 0.0]","[1, 0.0, 0.1]"
0,1,100,0.5,0.5,-1.5004203,-2.0508027,0,9992,0.2453754624537546,9977,0.0227977202279772,0.0703561384356143,0.0265403146333333,0.0842392096924119,0.1024189514767544,-0.077297674064013,-0.6447963305504386,0.2010429138933333,0.062840998315,0.0418654108083333,0.0316688907966944,0.0851836682776378,0.0973526677594458,"[15, 1.5, 0.0]","[3, 0.3, 0.0]","[2, 0.2, 0.0]"
0,1,100,1.0,1.0,-2.5671756,-5.6230955,0,9980,0.2386761323867613,9789,0.020997900209979,0.0712148166398621,0.0364561579833333,0.0828282200050819,0.0919544041125658,-0.1540430366449434,-1.2841056209589914,0.1276232502,0.0484734206966666,0.0366629925975,0.0449978953653003,0.0915066687849972,0.0974423696201301,"[12, 1.1, 0.1]","[3, 0.3, 0.0]","[0, 0.0, 0.0]"
0,1,1000,1.0,2.0,-5.9746466,-7.471158,0,9983,0.2205779422057794,9596,0.0185981401859814,0.0675872172414142,0.0283466341,0.0864168828926921,0.1087252339702349,-0.221591317375521,-1.6541850217023495,0.1315656563578571,0.0533810247466666,0.0441704574633333,0.0389369955052499,0.0944864147885368,0.1053465301500546,"[16, 1.4, 0.2]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,1000,0.2,0.8,-3.3477638,-1.9275879,0,9919,0.1993800619938006,9777,0.0205979402059794,0.0672119888557405,0.0266461585,0.0863018185809057,0.1037162864320397,-0.0710299548007736,-0.4206018408640796,0.1466104743758333,0.0316386695066666,0.0339121349799999,0.0466962558086036,0.1036116344236009,0.1087172304910583,"[15, 1.2, 0.3]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,1,1000,1.0,5.0,-7.211571,-7.507058,0,9998,0.2037796220377962,9809,0.0195980401959804,0.0676917628062475,0.034636436425,0.0849340578824356,0.0932203427060368,-0.423392871913672,-2.664025248310368,0.1437163199158333,0.0549102932691666,0.0365448801791666,0.0428937194064001,0.0887583395992415,0.1024414977710387,"[15, 1.4, 0.1]","[3, 0.3, 0.0]","[1, 0.1, 0.0]"
0,1,1000,0.4,0.6,-3.6272798,-2.4440238,0,9955,0.1993800619938006,9468,0.0191980801919808,0.0693361469504794,0.0306337682666666,0.084274514004559,0.1037983447503616,-0.0753114937721112,-0.5989959886014464,0.1410268129041428,0.0537317261066666,0.0396353086483333,0.0367383179311643,0.1000558388724309,0.102393078339296,"[14, 1.3, 0.1]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
0,1,1000,1.0,10.0,-10.1831255,-16.023405,0,9989,0.2051794820517948,8019,0.0191980801919808,0.0665153355842437,0.0511901233999999,0.0851810928284696,0.0961575484570148,-0.7503344486709037,-6.080587824570149,0.1368453228729761,0.0528489217283333,0.0321656897066666,0.0339962589520555,0.0939359622308206,0.1016400274769986,"[17, 1.7, 0.0]","[1, 0.1, 0.0]","[0, 0.0, 0.0]"
0,1,1000,0.5,0.5,-4.165022,-2.633238,0,9998,0.2307769223077692,9828,0.0222977702229777,0.0753153598904,0.0762078168,0.0825196666291725,0.0949851944105176,-0.0789175132597864,-0.8559650560525879,0.1750309718933333,0.0346772970641666,0.0546265219275,0.0406985827402887,0.0972114702621896,0.0954208320730457,"[6, 0.5, 0.1]","[2, 0.2, 0.0]","[2, 0.2, 0.0]"
00,1,1000,1.0,1.0,-5.360196,-5.1433992,0,9972,0.22397760223977603,9771,0.018998100189981004,0.07449061085694618,0.03025247726666666,0.08437587470212288,0.11173219549344415,-0.15886648555906935,-1.4198467276011077,0.13604818141852376,0.07184856994083334,0.028490048172500004,0.0429692644344999,0.09681869239203199,0.10633443266661233,"[14, 1.4, 0.0]","[0, 0.0, 0.0]","[0, 0.0, 0.0]"
